"CLA_GR_UID","THE_TE_UID","TERM","INDEX_TERM","SCOPE_NOTE","STATUS","IMAGE_EXISTS"
77,78991,"ELEPHANT TUSKS","Y","The large, pointed teeth, made of ivory, which are specially developed to protrude from the mouth of elephants.","P",
77,78994,"EXPLOSIVES","Y","Manufactured goods, including shells, dynamite etc., containing substances which can be made to explode.","P",
77,78996,"FARM MACHINERY","Y","Machinery including tractors, ploughs, harrows etc, which are used on farms.","P",
77,79000,"FIGS","Y","Soft, pear-shaped fruits of the Ficus carica tree. They can be eaten fresh or dried.","P",
77,79002,"FISH","Y","Any of a large group of cold blooded vertebrates who live exclusively in water. Also can refer to the flesh of fish which is eaten.","P",
77,79004,"FISHING GEAR","Y","Equipment used to catch fish","P",
77,79005,"Flagstones","N",,"N",
77,79006,"FLAX","Y","The fibrous stalks of the plant, Linum usitatissimum, which can be processed and used to manufacture linen.","P",
77,79007,"FLINT","Y","Stone consisting of nearly pure silica, which can be used as a building material or knapped to produce flint objects.","P",
77,79008,"FLOUR","Y","A soft, powder used in the manufacture of bread and foodstuffs, obtained by grinding wheat or other grain.","P",
77,79010,"FRUIT","Y","The edible product of a plant, usually consisting of the seed and its sweet, juicy envelope.","P",
77,79011,"FUEL","Y","Materials or substances, including petrol, firewood etc., used as a source of heat or power.","P",
77,79104,"OATS","Y","Grains of cereal used as food.","P",
77,79105,"OIL","Y","A smooth, flammable liquid, produced naturally or from plants or animals, and used for a variety of purposes.","P",
77,79106,"OIL BASED PRODUCTS","N","Materials or goods which have been produced wholly or in part from oil, e.g. petroleum.","P",
77,79108,"ONIONS","Y","The plant, Allium cepa, whose bulb is used, usually for culinary purposes.","P",
77,79110,"ORANGES","Y","Citrus fruit of a distinctive orange colour.","P",
77,79114,"ORE","Y","An unprocessed mineral, collected for the extraction of metals or other substances contained within the mineral.","P",
77,79117,"PAINT","Y","A liquid used to provide a protective or decorative cover to a surface.","P",
77,79118,"PALM OIL","Y","Oil derived from palms, used for a variety of purposes.","P",
77,79119,"PAPER","Y","Thin sheets of material used for a variety of purposes such as writing on, painting on, or printing on.","P",
77,79121,"PAVING STONES","Y","Flat stones used to create flat surfaces, e.g. pavements.","P",
77,79013,"GENERAL CARGO","Y","Use for cargoes which are not specified.","P",
77,79014,"GIN","Y","An alcoholic beverage distilled from grain or malt and usually flavoured with juniper berries.","P",
77,79015,"GLASS","Y","Hard, transparent, brittle substance manufactured by fusing soda or potash with other ingredients. Used for glazing windows and in the manufacture of drinking vessels.","P",
77,79018,"GOLD","Y","A yellowish, tarnish-resistant precious metal used to make jewellery and coins.","P",
77,79022,"GRAIN","Y","Collective name for the seeds of various cereal grasses.","P",
77,79023,"GRANITE","Y","A granular, crystalline, hard rock often used as a building material.","P",
77,79024,"GRANITE BLOCKS","Y","Blocks carved out of granite and used as a building material.","P",
77,79027,"GRAVEL","Y","Small fragments of waterworn stone used in the construction industry.","P",
77,79029,"GUANO","Y","The excrement of seabirds and bats used as a fertilizer.","P",
77,79031,"GUNPOWDER","Y","A powder made from charcoal, sulphur and potassium nitrate and used as an explosive in fireworks, flintlock guns etc.","P",
77,79030,"GUM","Y","A substance secreted by some plants which hardens upon drying but is soluble in water.","P",
77,79032,"GUNS","Y","Weapons including portable firearms and large artillery pieces.","P",
77,79035,"HEMP","Y","A herbaceous plant grown for its fibre and marijuana, a drug derivative. The fibres are used in the manufacture of rope.","P",
77,78993,"EMIGRANTS","Y","People who leave their native country to settle in another, often for financial or religious reasons.","P",
77,79045,"INDUSTRIAL WASTE","Y","Waste material resulting from industrial manufacturing processes.","P",
77,79046,"IRON","Y","A magnetic metal found abundantly in certain ores and widely used for the manufacture of tools, machinery etc. Iron is also a chief component of  steel.","P",
77,79051,"IRONMONGERY","Y","Goods, including machinery, manufactured from iron.","P",
77,79052,"JUTE","Y","Fibres obtained from plants and used in the manufacture of ropes, sacking, canvas etc.","P",
77,79054,"LARD","Y","A fatty substance derived from the fat of animals used in cooking.","P",
77,79055,"LATHS","Y","Narrow strips of wood used in the building industry.","P",
77,79056,"LEAD","Y","A soft, heavy, malleable metal, often obtained from the mineral galena. Traditionally used in the construction industry for roofing and plumbing.","P",
77,79058,"LEAD ORE","Y","Ore containing high levels of lead, eg. galena.","P",
77,79060,"LEATHER","Y","Animal skins which have been treated by tanning or similar.","P",
77,79062,"LIGNUM VITAE","Y","The hard, heavy wood obtained from plants of the genus Guaiacum.","P",
77,79063,"LIME","Y","A white, caustic solid obtained by heating limestone and used in the preparation of mortar and cement.","P",
77,79064,"LIMESTONE","Y","Stone composed mainly of calcium carbonate, used as a building material and in the production of cement.","P",
77,79066,"LIVE FISH","Y","Fish which have been caught and kept alive. Fish were kept alive on ships in earlier centuries to ensure they reached their destination as fresh as possible. In more recent times exotic fish have been kept alive to sell as pets.","P",
77,79067,"LOCOMOTIVES","Y","Railway engines designed to travel under its own power and to draw railway carriages and rolling stock.","P",
77,79071,"LUBRICATING OIL","Y","Oil used to lubricate moving parts, particularly in machinery.","P",
77,79072,"MACHINERY","Y","Apparatus used for applying a mechanical force, or to perform a particular function. Use more specific type where known.","P",
77,79073,"MADEIRA","Y","Fortified wine produced on the island of Madeira.","P",
77,79074,"MAHOGANY","Y","Hard wood, reddish-brown in colour with a fine-grain often used in the manufacture of furniture.","P",
77,79075,"MAIL","Y","Letters and parcels transported on behalf of the dispatchers by the postal services.","P",
77,79077,"MALT","Y","Grain, especially barley, prepared for brewing, distilling or vinegar making.","P",
77,79079,"MARBLE","Y","Collective name, in a true geological sense, for a metamorphosed limestone eg. Carrara marble. In British sense, any decorative stone that will take a polish, eg. Purbeck marble.","P",
77,79081,"MASTS","Y","Long poles or spars, usually set vertically, on sailing boats and ships to support the sails.","P",
77,79082,"MEAL","Y","A powder made by grinding the edible part of various grains, and used as a foodstuff.","P",
77,79083,"MEAT","Y","The flesh of animals, either raw or cooked, used as food.","P",
77,79084,"MERCURY","Y","A heavy, metallic element, which is liquid at room temperature. Used in thermometers and medicinal preparations.","P",
77,79085,"METAL","Y","Any material, including gold, silver, copper, tin etc. which is ductile, malleable, usually lustrous and a good conductor of heat and electricity.","P",
77,79086,"MILITARY EQUIPMENT","Y","Equipment, including uniforms, small arms and field pieces, used by the armed forces.","P",
77,79089,"MILITARY VEHICLES","Y","Vehicles owned or used by the armed forces. Includes tanks, armoured vehicles as well as civilian vehicles in use by the military eg. ambulances.","P",
77,79092,"MINERAL ORE","Y","An ore containing sufficient quantities of a mineral as to make its extraction profitable.","P",
77,79093,"MINERALS","Y","Naturally occuring substances eg. coal and salt, obtained by mining.","P",
77,79094,"MINES","Y","Explosive devices, usually of metal, placed in the ground or floating in water with the purpose of endangering enemy personnel or shipping.","P",
77,79095,"MOLASSES","Y","An uncrystallized syrup, produced as part of the sugar refining process. Used as a food additive and in the production of rum.","P",
77,79123,"PEOPLE","Y","Human beings. Use more specific type where known.","P",
77,79125,"PETROLEUM","Y","A dark, viscous liquid, obtained from the ground, which is refined for use as a fuel for motor vehicles and in generators to produce light and heat, and as a solvent.","P",
77,109173,"CANNED GOODS","Y","Goods, usually foodstuffs, which have been sealed inside canisters, usually made of tin or steel, to preserve them.","P",
77,79126,"PHOSPHATE","Y","Salts or organic derivatives of phosphoric acid, especially compounds of Calcium or Iron found in cereals and minerals.","P",
77,79127,"PIGS","Y","Domesticated animals, derived from the wild boar, kept as a source of ham, bacon and pork products.","P",
77,79129,"PINE","Y","Softwood obtained from trees of the genus Pinus, often used for the manufacture of furniture.","P",
77,79130,"PIPE CLAY","Y","A fine white clay used specifically for the manufacture of clay tobacco pipes and for whitening leather.","P",
77,79133,"PITCH","Y","A dark, viscous substance obtained, from the distillation of wood tar or turpentine, and used as a sealant for caulking the seams of a ship or boat.","P",
77,79140,"PORCELAIN","Y","Hard semi-translucent ceramic material made out of kaolin, quartz and feldspar which is biscuit fired at around 1000 degrees Celsius and glaze fired at around 1300 degrees Celsius.","P",
77,79141,"PORK","Y","The flesh obtained from pigs eaten as food.","P",
77,79142,"PORT WINE","Y","A strong, sweet fortified wine made in Portugal.","P",
77,79144,"POTATOES","Y","The edible tubers of plants of the family Ipomoea Batatas eaten as a vegetable.","P",
77,79147,"PRESERVES","Y","Traditionally any food preserved by boiling with sugar, salting, pickling etc. Nowadays used specifically for fruit which has been preserved with sugar.","P",
77,79150,"RAILWAY COMPONENTS","Y","Equipment and parts used in the manufacture of railway tracks, locomotives and rolling stock.","P",
77,79154,"RICE","Y","A grain, obtained from the grass Oryza sativa, eaten as a staple in many parts of the world.","P",
77,79157,"ROLLING STOCK","Y","Carriages, locomotives and other vehicles used on a railway.","P",
77,79158,"ROOFING SLATE","Y","Thin plates of slate, usually rectangular in shape, used as roofing tiles.","P",
77,79159,"ROPE","Y","A cord manufactured by twisting strands of material, such as flax, cotton, nylon etc., together to form a strong line.","P",
77,79179,"SILK","Y","A fine, soft fibre produced by silkworms and used to make thread for textiles. Also the cloth made from this thread.","P",
77,79180,"SILVER","Y","A precious metal, lustrous white in colour. Used for the manufacture of coins and other valuable items.","P",
77,79182,"Silver Specie","N",,"N",
77,79183,"SLAVES","Y","People who are considered to be the property of someone else and who are bound to obedience.","P",
77,79184,"SLUDGE","Y","Mud, which has often been dredged from the beds of rivers.","P",
77,79187,"SOFTWOOD","Y","Wood which is soft or easily cut, particularly the wood of coniferous trees.","P",
77,79189,"SOLDIERS","Y","People who serve as members of an army.","P",
77,79190,"Specie","N",,"N",
77,79191,"SPICES","Y","Aromatic vegetable substances, either in their natural form or ground, used to add flavour or scent to food.","P",
77,79192,"STEEL","Y","Alloys of iron which have great strength, malleability and which are able to be tempered to different degrees of hardness. Used for the manufacturwe of tools, machinery etc.","P",
77,79195,"STONE","Y","Rock or hard minerals used as a building material and for carving etc.","P",
77,79197,"SUGAR","Y","A sweet, crystalline subtance obtained from sugar beet or sugar cane and used in cooking, brewing etc.","P",
77,79199,"SWORDS","Y","Weapons used for cutting and thrusting, consisting of a blade and a hilt.","P",
77,79200,"TABLEWARE","Y","Items of crockery and cutlery which are used whilst dining, either to eat with or for table decoration.","P",
77,79201,"TALLOW","Y","A fatty substance rendered from animal fat and used in the manufacture of soap, candles and for dressing leather.","P",
77,79203,"TAR","Y","A thick, viscous, black liquid obtained by the destructive distillation of coal or other organic substances used for preserving wood or rope and for covering road surfaces.","P",
77,79204,"TEA","Y","Dried leaves from the plant Camellia sinensis, which is used to make a drink by infusing the leaves in boiling water.","P",
77,111673,"TEXTILES","Y","Threads of material used to form cloth.","P",
77,111693,"CLOTHING","Y","Items made from cloth, wool etc used as a covering for the human body.","P",
77,79209,"TIN","Y","A lustrous, malleable metal, which is resistant to corrosion. Tin is used in alloys such as pewter and used in the manufacture of cans for the storage of food.","P",
77,79210,"TIN INGOTS","Y","Solid bars made from pure tin.","P",
77,79211,"TIN PLATE","Y","Sheets of iron or steel coated with tin.","P",
77,79212,"TOBACCO","Y","The dried leaves of the plants, Nicotiana tabacum or Nicotiana rustica, which are smoked (in pipes, cigars or cigarettes), chewed or taken as snuff for their relaxing properties.","P",
77,79214,"TOOLS","Y","Manufactured objects and devices used to apply a force to an object or perform a particular mechanical function.","P",
77,79219,"UNIFORMS","Y","Clothes which are distinctive in cut, colour and fabric and worn by members of the armed forces, emergency services or civilian organizations to help to distinguish their members form other organizations.","P",
77,79221,"VEGETABLES","Y","Any plants which are grown to be eaten. Includes parts of plants, especially roots and leaves.","P",
77,79223,"VINEGAR","Y","A sour tasting liquid, produced from wine and other liquors, used as a preservative, in pickling, or as a flavouring for food.","P",
77,79227,"WHALE OIL","Y","Oil obtained from the rendered blubber of whales, used as a fuel in old oil lamps.","P",
77,79234,"WOOL","Y","The hair from the coat of goats and sheep, made into yarn and used in the manufacture of woollen cloth.","P",
77,82879,"POTTERY","Y","Ceramic vessels produced out of wet clay which is shaped ad dried or fired to harden. In some cases other materials like sand are added to the clay.","P",
77,82891,"SLATE","Y","A fine grained rock which splits easily into plates. Used for the manufacture of roofing tiles etc.","P",
77,82992,"LINSEED CAKE","Y","The seed of the flax plant pressed into cakes and used as cattle fodder.","P",
77,83931,"SOIL","Y","The top layer of earth consisting of humus and rock particles.","P",
77,84308,"CLOTH","Y","Woven or felted fabric used in the manufacture of garments, tablecloths, towels etc.","P",
77,79057,"LEAD INGOTS","Y","Solid bars made from pure lead.","P",
77,109053,"COPPER PIPES","Y","Pipes manufactured from copper used for a variety of purposes, especially plumbing.","P",
77,111773,"GOODS","Y","General merchandise and saleable commodities. Use more specific type where known.","P",
77,78899,"BALE GOODS","Y","Merchandise wrapped in canvas and tightly bound with cords or hoops to form bales.","P",
77,110973,"PILCHARDS","Y","Small fish, Sardina pilchardus, common to European waters and eaten as a food fish.","P",
77,109013,"CALICO","Y","Plain, white, cotton cloth often unbleached.","P",
77,109253,"ELM","Y","Wood from the elm tree.","P",
77,109094,"WALNUT","Y","Timber from trees of the genus Juglans, used for the manufacture of furniture","P",
77,109033,"ANIMAL HORN","Y","The bony outgrowths found on the heads of mammals used for display or combat used for a variety of purposes.","P",
77,78915,"BOARD","Y","Flat, rectangular piece of material, traditionally of wood but now of any material, used in the construction industries.","P",
77,109213,"SHIP FITTINGS","Y","Materials used to equip and fit out a ship. Includes masts, spars, rigging etc. Use only where evidence is less specific, otherwise use most relevant term.","P",
77,109193,"SPICES AND SEASONINGS","N","Various flavoured aromatic and savoury substances, such as herbs, salt etc, used to impart flavour to food.","P",
77,109133,"PAPER AND PAPER PRODUCTS","N","Includes all forms of paper and any products manufactured from it.","P",
77,79136,"PLANTS AND PLANT PRODUCTS","N","Includes all trees, flowers, vegetables etc. and any products manufactured from them.","P",
77,111793,"GOLD COIN","Y","Gold fashioned into coins for use as currency.","P",
77,111794,"SILVER COIN","Y","Silver fashioned into coin for use as currency.","P",
77,111795,"BULLION AND COIN","N","Metal, either precious or base, in the form of bars and coins. Use more specific type.","P",
77,109113,"MATS","Y","Articles, usually woven from coarse fibres or made from hard wearing materials (eg. rubber or cork) used to protect the floor or for lying, sitting or kneeling on.","P",
77,110953,"IRON BARS","Y","Iron, usually unworked, in the form of bars.","P",
77,78888,"ALCOHOLIC DRINK","Y","Drinks containing alcohol, an intoxicating substance found in fermented or distilled liquids.","P",
77,78889,"AMMUNITION","Y","Military provisions, traditionally of all types but now used specifically for projectiles and propellants such eg. bullets and gunpowder.","P",
77,78890,"ANIMAL HAIR","Y","Hair taken from animals and used in a variety of manufacturing processes.","P",
77,78891,"ANIMAL PRODUCTS","Y","Products derived from the carcasses or hides of animals. Includes bone and ivory products, blubber and grease but not meat.","P",
77,78893,"ANIMALS AND ANIMAL PRODUCTS","N","Animals and products made from the carcasses and hides of dead animals.","P",
77,78894,"APPLES","Y","The round, firm fleshed fruit of the apple (Malus Domestica) tree. Grown in numerous varieties throughout the world.
","P",
77,78897,"ASHES","Y","The powdery residue resulting from the combustion of a substance eg. wood and used for various manufacturing processes.","P",
77,78902,"BARK","Y","The outer layer of tissue on a tree or woody plant, often used in the dyeing and tanning industries.","P",
77,78906,"BARRELS","Y","Containers of cylindrical form, traditionally made of curved wooden staves bound together by hoops of metal. Also includes modern plastic and metal barrels.
","P",
77,78908,"BEANS","Y","Seeds of any of the various related plants of the leguminous plant Vicia faba.","P",
77,78910,"BEER","Y","An alcoholic drink made by the fermentation of malt and flavoured with hops or other bitters.","P",
77,78916,"BOMBS","Y","Containers filled with high explosive, which can be fired from artillery pieces, thrown, dropped by aircraft or placed by hand and detonated in various ways.","P",
77,78919,"BRANDY","Y","Alcoholic drink distilled from wine or fermented fruit juice.","P",
77,78920,"BRASS","Y","Originally a metallic alloy of copper and tin or zinc, now used solely for an alloy of copper and zinc.","P",
77,78921,"BREAD","Y","A staple foodstuff made with flour, water and usually yeast, which is kneaded and then baked. Can include unleavened (no yeast)  varieties.","P",
77,78922,"BRICKS","Y","Construction blocks manufactured using clay which is then fired or sun dried.","P",
77,78927,"BUTTER","Y","Dairy produce obtained by churning cream and used in cookery as a source of fat.","P",
77,78928,"CANDLES","Y","A body of wax or tallow, usually formed into a long, thin, cylindrical shape enclosing a wick and burnt to produce light.","P",
77,78929,"CANNED MEAT","Y","Meat precooked and then sealed in cans made from steel, tin or aluminium plate to preserve it.","P",
77,78930,"CANNON","Y","A piece of military ordnance, of sufficient size to require mounting and used for firing projectiles, traditionally cannon balls but more recently high explosive shells.","P",
77,78932,"CANVAS","Y","A strong unbleached cloth manuifactured from hemp, flax or similarly coarse yarn. Used mainly in the manufacture of sails, tents and for painting on.","P",
77,78936,"CATTLE","Y","Large mammals of the genus Bos, domesticated to provide milk, beef and materials eg. leather. Use only for live animals.","P",
77,78937,"CATTLE FODDER","Y","Dried produce especially, hay, straw etc. used to feed cattle.","P",
77,78940,"CEMENT","Y","Powder mixed with water and applied as a paste for binding stones and bricks or for forming floors, walls etc.","P",
77,78941,"CEREAL","Y","Any of the plants of the grass family, Graminae, cultivated for their edible seeds, especially corn, wheat etc.","P",
77,110933,"FERTILIZER","Y","Substances, either natural or man-made, used to make soil more fertile.","P",
77,110934,"FERTILIZER AND WASTE","N","Includes chemical and natural fertilizers and waste products. use more specific term.","P",
77,110954,"STEEL BARS","Y","Steel, usually unworked, in the form of bars.","P",
77,110974,"PIMENTOS","Y","Sweet red peppers.","P",
77,78943,"CHARCOAL","Y","Porous black residue of partly burnt wood, bones etc. used as fuel or, in the form of charcoal pencils, as a tool for drawing.","P",
77,78944,"CHEESE","Y","Dairy produce formed from the curds of milk, coagulated by rennet and pressed into a solid mass.","P",
77,78945,"CHEMICALS","Y","Substances, including acids, alkalis etc. obtained by or used in a chemical process.","P",
77,78946,"CHINA CLAY","Y","Clay used in the manufacture of fine ceramics especially porcelain.","P",
77,78948,"CLARET","Y","A type of Red Wine from Bordeaux in France.","P",
77,78949,"CLAY","Y","Fine grained earth which becomes more plastic when water is added. Mainly used in the manufacture of bricks, pottery and other ceramics.","P",
77,78951,"COAL","Y","Hard, black, carbonized plant matter, usually found in seams below the earth's surface and used as a fuel and for the manufacture of gas.","P",
77,78989,"EGGS","Y","A spheroid produced predominantly by birds, though also produced by some animals, which encases the young creature providing a place for it to develop.","P",
77,79065,"LIQUIDS","Y","A fluid substance. Use for unspecified liquids only, where known use more specific type.","P",
77,79135,"PLANTS","Y","A living thing that is not an animal. Use for unspecified plants only. Use a more specific type where known.","P",
77,79160,"RUBBER","Y","The latex of plants tacky in its normal state and elastic after treatment. Used for a variety of purposes.","P",
77,79165,"SAND","Y","A material in a granular form that is smaller than gravel and created by the erosion of rocks.","P",
77,79177,"SHINGLE","Y","Small stones which have been rounded usually by the action of sea water.","P",
77,79208,"TILES","Y","Shaped material used for covering buildings, usually as a roofing material though can be used on walls or floors. Often of fired clay they can be of other materials particularly stone.","P",
77,79225,"WAX","Y","A malleable water repellant substance created by animals or as a coating to parts of plants.","P",
77,109313,"MANUFACTURED GOODS","N","Items that have been through a manufacturing process. Use specific type where known.","P",
77,84532,"SPRINGS","Y","Coiled substance, usually metal or plastic, used to absorb shocks or in timepieces since it can stretch and return to its original shape.","P",
77,88197,"STATUES","Y","A three dimensional representation of a figure, whether animal or human, produced by carving, casting sculpting or similar.","P",
77,84560,"COPPER PYRITES","Y","A mineral of copper, iron and sulphur and is the main ore of copper.","P",
77,84372,"CHINASTONE","Y","Partially decomposed granite used to produce a glaze for porcelain.","P",
77,118633,"PATENT FUEL","Y","A mixture of coals that have been formed into briquettes or blocks. This fuel took its name from the fact that it was under patent in the late nineteenth century.","P",
77,143377,"ARMOUR","Y","Protective equipment, usually made of metal, to protect parts of the body, e.g. helmets, breastplates, or full suits of armour, to protect troops or individuals in warfare. Most examples date from the Middle Ages, obsolete from the 17th century.","P",
77,143380,"Twine","N",,"N",
77,143381,"Packthread","N",,"N",
77,143384,"GARLIC","Y","The plant, Allium sativum, whose bulb is used for culinary purposes.","P",
77,143385,"PEAT","Y","Vegetable matter decomposed in water and partially carbonized to form bogs, whence slabs are cut out to use as fuel.","P",
77,139769,"MUSICAL INSTRUMENTS","Y","Use for unspecified musical instruments.","P",
77,139805,"PUMICE","Y","A light porous acid volcanic rock used for scouring and, in powdered form, as an abrasive and for polishing. Also used to make lightweight concrete.","P",
77,139811,"TOYS","Y","Objects designed to be played with, often a model or miniature replica of something and especially for a child.","P",
77,139812,"BICYCLES","Y","Two-wheeled vehicles for personal transport with pedals for propulsion by the rider.","P",
77,141224,"HUMAN HAIR","Y","Cut human hair, usually intended for wig-making.","P",
77,143449,"BLANKETS","Y","Bed coverings, usually of woollen or similar natural or artificial fabrics.","P",
77,141269,"HAIR","Y","The fine, keratinized, flexible filaments that grow from follicles beneath the surface of the skin in mammals.","P",
77,141331,"GRAVESTONES","Y","Carved stones used for marking a grave.","P",
77,141332,"Tombstones","N",,"N",
77,141333,"Headstones","N",,"N",
77,141334,"JEWELLERY","Y","Intended for personal decoration, objects made of precious, semi-precious or imitation metals and gemstones.","P",
77,141502,"WEAPONS","Y","Any form of arms or ammunition whether from a formal organized military context or as a general cargo. Use specific terms - e.g. swords, bombs, where known; otherwise use this term primarily in contexts where the arms are unspecified or ancient.","P",
77,141503,"ORNAMENTS","Y","Any unspecified items without utility or function and prized for personal or domestic decorative value. Examples might be unspecified metal objects from the Bronze Age or Victorian Staffordshire china dogs.","P",
77,141504,"BRONZE","Y","An alloy, principally of copper or tin, but which may also include zinc and/or lead.","P",
77,141506,"NAVIGATIONAL INSTRUMENTS","Y","Instruments for determining position at sea, e.g. compasses, sextants.","P",
77,141507,"CANDLESTICKS","Y","Holders for one or more candles, usually of metal or pewter.","P",
77,140266,"MADDER","Y","A climbing plant (Rubia tinctorum) which was formerly cultivated for the reddish-purple dye obtained from the roots.","P",
77,140159,"Bikes","N",,"N",
77,140160,"Pumice Stones","N",,"N",
77,141854,"CUTLERY","Y","Metal knives, forks and spoons, carried either as an export cargo or for crew and/or passengers.","P",
77,141855,"CROCKERY","Y","Tableware manufactured from any kind of ceramic and either carried as an export cargo or for the benefit of crew and/or passengers on board ship.","P",
77,141857,"COSMETICS","Y","Preparations for beautifying or enhancing the body, face, hair or skin, e.g. creams, and coloured ""make-up"" items, e.g. rouge, lipstick, etc.","P",
77,141863,"SHELL CASES","Y","Outer cases for ammunition shells, e.g. Howitzer shells; not ""live"" ammunition, i.e. either at the first stage of manufacture, or having been expended.","P",
77,141876,"BOTTLED GOODS","Y","Goods, usually foodstuffs, preserved in glass bottles, jars, etc. Examples are bottled fruit, pickled onions, jam, honey.","P",
77,141886,"BANK NOTES","Y","Paper currency. Bank notes may be of any denomination or value and of any nationality.","P",
77,141885,"STATIONERY","Y","Paper products intended for note-taking or correspondence, e.g. blank notebooks, diaries, writing paper, postcards","P",
77,141902,"WATCHES","Y","Personal apparatus for telling the time, worn either as jewellery or purely functional in nature, usually on the wrist or as a suspended fob.","P",
77,141916,"GEMSTONES","Y","Cut or uncut stones, usually intended to be set into jewellery, and including precious gems, e.g. diamonds, sapphires, or semi-precious materials, e.g. quartz, agate, amber.","P",
77,141953,"PERSONAL EFFECTS","Y","Baggage, plate, money, clothes and other personal belongings of all kinds. Use only where the vessel is a cargo vessel conveying the goods of a person of consequence, e.g. a noble or diplomat, rather than for a general passenger vessel.","P",
77,141976,"GRAPES","Y","Edible fruit of the vine, which may be either red or white.","P",
77,141980,"BAGGED GOODS","Y","Cargoes transported in sacks or bags, usually wheat, corn, flour, fruit, or coal. To be used only where the cargo is said to be ""sacks"" or ""bags"" of goods. Use specific term where known.","P",
77,140444,"PENS","Y","Writing implements; formerly quill pens made of bird feathers, and in more modern times fountain pens made of various materials with metal nibs, both used with ink to write.","P",
77,140443,"CLOCKS","Y","Instruments for measuring and displaying time. Often manufactured as a piece of furniture e.g.a grandfather clock.","P",
77,142049,"WOAD","Y","The blue dyestuff prepared from the leaves of the plant Isatis tinctoria, and sometimes used to discribe the plant itself.  Later superseded by indigo.","P",
77,140469,"CRATES","Y","Wooden boxes or cases for carrying fruit and other similar goods.","P",
77,140472,"PIGMENT","Y","Colour or dye, often in powder form, from natural mineral or vegetable sources (e.g. ochre) or created through chemical process (e.g. lamp black).","P",
77,140474,"EARTHENWARE","Y","Ceramic vessels made from potash, sand, feldspar and clay which is biscuit fired at a temperature of around 1000 degree Celsius. Usually glazed in order to become watertight.","P",
77,142093,"STRING","Y","Line, cord or thread, especially that used for tying up parcels, etc. Also use for ""twine"", i.e. twisted thread, for the same purpose, and medieval equivalents, e.g. ""packthread"".","P",
77,142096,"SALMON","Y","Fish of the Salmonidae family, caught for food.","P",
77,143178,"FULLERS EARTH","Y","Sedimentary clay with smectite mineral properties, originally used for the cleansing [""fulling""] of cloth; in the 20th century it was used for a wider range of industrial applications.","P",
77,139331,"COPROLITES","Y","Fossilized animal dung, often ground into powder and used as fertilizer.","P",
77,143241,"SCULPTURE","Y","Three-dimensional artwork usually created out of stone, e.g. marble; metal, e.g. bronze; ceramics, e.g. terracotta, or other suitable materials.","P",
77,143250,"MINING MACHINERY","Y","Machinery, e.g. drive wheels, used in powering and excavating mines, i.e. mines for the extraction of minerals such as coal, lead or tin.","P",
77,139613,"Vitriol","N",,"N",
77,144487,"ROE","Y","Fish eggs, e.g. from cod or, for example, caviar.","P",
77,144571,"AMMONIUM NITRATE","Y","A fertilizer derived from nitrogen; also known as nitrate of ammonia.","P",
77,144578,"RESIN","Y","Hydrocarbon secretion of a tree or bush, either naturally exuded or deliberately tapped from the tree, valued for its varied uses in chemicals and perfumery.","P",
77,144620,"MIRRORS","Y","""Looking glasses"", up to and including the medieval period made of polished steel or other reflective metals; later a piece of glass with a reflective coating, e.g. silver or aluminium.","P",
77,149847,"NON DOMESTICATED ANIMALS","Y","Any animal other than livestock (animals carried as food); animals used for transport (horses; mules); and domestic pets. Such animals may be exported as specimens, for zoos, menageries, and circuses, or as unusual pets (e.g. elephants, monkeys).","P",
77,145060,"DRESS ACCESSORIES","Y","Items worn or carried as an adjunct to clothing, for example, headdresses, sashes, fans, masks etc.","P",
77,145061,"HONEY","Y","A sweet fluid substance, the nectar of flowers, gathered and worked up for food by insects such as bees.","P",
77,143973,"CINNAMON","Y","Spice from the bark of an East Indian tree","P",
77,143974,"NUTMEG","Y","A hard aromatic seed, obtained from the fruit of an East Indian evergreen tree and used as a spice.","P",
77,143975,"CLOVES","Y","Dried flower buds, used as a pungent aromatic spice.","P",
77,152310,"GRAPHITE","Y","One of the allotropes of carbon, commonly used in pencils.","P",
77,152328,"CARPET","Y","Wool, textile, or synthetic floor covering material.","P",
77,152263,"BAUXITE","Y","Mineral ore comprising mainly aluminium ore and mined for aluminium extraction.","P",
77,152412,"PAPER PULP","Y",,"P",
77,152432,"CALCIUM CARBONATE","Y","A natural compound used as in the building and medical industies.","P",
77,152634,"TANKS","Y","Tracked, armoured fighting vehicles designed for front-line combat.","P",
77,152635,"TANK COMPONENTS","Y","Machinery and parts for the manufacture or assembly of military tanks, i.e. armoured vehicles.","P",
77,152636,"AIRCRAFT","Y","Aircraft as cargo carried whole or crated ready for assembly on arrival at the destination port. Do not use where the vessel is an aircraft carrier and the aircraft is carried as part of the vessel's armament.","P",
77,164195,"PRISONERS OF WAR","Y","Persons captured in land or naval engagements either being transported to prison out of their native country, sent for exchange, or being returned home.","P",
77,160496,"LIMES","Y","Citrus fruit, usually green.","P",
77,160135,"OLIVES","Y","Fruit native to the countries bordering the Mediterranean Sea.","P",
77,160136,"AMPHORAE","Y","Double-handled storage jars characterised by a long neck and long body used as food and wine containers and for carrying such goods as cargo, found on shipwrecks from Classical antiquity (Greek/Roman).","P",
77,160137,"SAMIAN WARE","Y","Roman-era pottery, principally made in areas from modern-day France and Germany, for food use, with a characteristic glossy red surface and which may be either decorated or plain, and often produced in quantity as an export cargo.","P",
